Customer ID,Age,Gender,Education,Marital Status,Employment Type,Annual Income,Work Experience,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status,Default Status,Credit Score
"CUST000335","69","Other","Diploma","Divorced","Unemployed","104826","21","LOAN195249","287991","Home","6.14","20","Rejected","No",
"CUST000336","36","Male","Bachelor's Degree","Married","Contract","118457","32","LOAN176913","40865","Personal","8.84","1","Approved","No","325"
"CUST000337","25","Female","PhD","Married","Contract","94684","25","LOAN833337","8269","Personal","15.76","3","Rejected","No",
"CUST000338","52","Female",,,"Unemployed","201544","33","LOAN008853","6482","Personal","10.95","7","Approved","No",
"CUST000339","62","Female","Bachelor's Degree","Divorced","Contract","94106","35","LOAN353085","85458","Education","8.99","10","Rejected","No","779"
"CUST000340","59",,"Diploma","Widowed","Full-Time","27274","0","LOAN839705","55072","Vehicle","9.50","5","Rejected","No",
"CUST000341","54","Other","Diploma","Single","Unemployed","68511",,"LOAN862602","55311","Vehicle","8.81","6","Rejected","No","439"
"CUST000342","68","Other","Master's Degree","Married","Full-Time","157955",,"LOAN957657","54563","Vehicle","9.51","6","Approved","No","628"
"CUST000343","40",,"Master's Degree","Single","Full-Time","99709","37","LOAN104437","61422","Education","5.71","20","Rejected","No","538"
"CUST000344","59","Male","Master's Degree","Widowed","Contract","102096","22","LOAN488930","10359","Personal","10.78","2","Rejected","No","789"
"CUST000345",,"Other","Master's Degree","Divorced","Contract","29542","13","LOAN754824","52198","Education","8.92","10","Approved","No","304"
"CUST000346","42","Other","PhD","Single","Unemployed","66346","3","LOAN897667","96697","Education","6.48","20","Rejected","No","762"
"CUST000347","25",,"Diploma","Widowed","Unemployed","116065","38","LOAN501481","184689","Home","5.42","30","Rejected","No","786"
"CUST000348","33","Other","PhD","Divorced","Part-Time","59952","19","LOAN574118","49119","Personal","13.85","3","Rejected","No","809"
"CUST000349","55","Female","Diploma","Married","Full-Time","118232","13","LOAN519298","783470","Home","4.52","30","Approved","No","532"
"CUST000350","57","Female","Diploma","Divorced","Part-Time","175237","17","LOAN983149","22848","Vehicle","4.09","6","Rejected","No","760"
"CUST000351","56","Other","Master's Degree","Divorced","Contract","231313","28","LOAN167793","43036","Personal","15.82","7","Rejected","No","827"
"CUST000352",,"Male","PhD","Divorced","Unemployed","70079","30","LOAN591085","9119","Personal","8.22","5","Rejected","No","470"
"CUST000353","22",,"PhD","Divorced","Unemployed","121031","6","LOAN213687","373324","Home","5.12","20","Rejected","No","825"
"CUST000354","33","Female","High School","Widowed","Full-Time","144278","17","LOAN397389","94968","Education","8.09","15","Approved","No","821"
"CUST000355","56","Other","PhD","Married","Unemployed","177560","5","LOAN138399","406146","Home","4.33","15","Rejected","No","799"
"CUST000356","42","Other","PhD","Single","Contract","196847","26","LOAN938658","63387","Vehicle","9.34","7","Rejected","No","424"
"CUST000357","57","Other","PhD","Single",,,"22","LOAN354815","13943","Personal","15.82","3","Approved","No","561"
"CUST000358",,"Other","Associate Degree","Divorced","Self-Employed","139108","27","LOAN659333","83571","Education","5.66","15","Rejected","No","800"
"CUST000359","49","Male","Master's Degree","Divorced","Part-Time","141704","9","LOAN155926","218045","Home","6.95","30","Approved","No","757"
"CUST000360",,"Female","High School","Divorced","Part-Time","78354","19","LOAN957299","11747","Personal","17.42","7","Approved","Yes","439"
"CUST000361","51","Female","High School","Widowed","Full-Time","132617","6","LOAN727087","11284","Personal","17.53","2","Rejected","No","457"
"CUST000362","28",,"PhD","Single","Full-Time","55846","6","LOAN005522","541625","Home","6.96","25","Rejected","No",
"CUST000363","57",,"Diploma","Married",,"32032","1","LOAN400974","752434","Home","6.43","30","Approved","No","649"
"CUST000364","62","Other","Bachelor's Degree",,"Full-Time","240500","17","LOAN882153","34883","Education","7.83","20","Rejected","No","489"
"CUST000365","33","Female","Master's Degree","Widowed","Contract","56815","3","LOAN538716","46035","Vehicle","9.03","4","Rejected","No","564"
"CUST000366","50","Female","Associate Degree","Single","Full-Time","89252","6","LOAN236528","16469","Personal","9.01","3","Rejected","No","305"
"CUST000367","42","Male","Associate Degree","Single","Contract","35648","20","LOAN593282","40557","Vehicle","8.99","6","Rejected","No","574"
"CUST000368",,"Male","Master's Degree","Divorced","Part-Time","128271","33","LOAN196005","172170","Home","4.98","15","Approved","No","798"
"CUST000369","49","Male",,"Married","Full-Time","232482","38","LOAN634631","423761","Home","6.70","30","Rejected","No","455"
"CUST000370",,"Male",,"Divorced","Unemployed","177390","28","LOAN607375","45855","Personal","11.39","7","Approved","No","819"
"CUST000371","55","Other","Associate Degree","Widowed","Self-Employed","117439","33","LOAN653505","45929","Personal","12.93","5","Rejected","No","555"
"CUST000372","35","Female",,"Widowed",,"196810","16","LOAN079379","33572","Vehicle","7.12","6","Approved","Yes","345"
"CUST000373","21","Female","PhD","Divorced","Unemployed","175922","18","LOAN422147","547062","Home","5.94","30","Rejected","No","734"
"CUST000374","42","Male","Master's Degree","Single","Part-Time","243144","21","LOAN760786","17115","Vehicle","6.08","4","Rejected","No","555"
"CUST000375","39","Other","Diploma","Widowed","Part-Time","190895","3","LOAN661810","6771","Personal","11.75","7","Approved","No","303"
"CUST000376","67",,,"Married","Unemployed","137195","8","LOAN330727","301975","Home","7.41","25","Approved","No","627"
"CUST000377","45","Male","Associate Degree","Single","Part-Time","80704","17","LOAN156547","28865","Personal","11.70","7","Approved","No","656"
"CUST000378","70","Other","Associate Degree","Divorced","Full-Time","148417","24","LOAN886092","76822","Vehicle","5.09","7","Rejected","No","307"
"CUST000379","64","Male","Associate Degree","Widowed","Part-Time","159944","19","LOAN947973","29964","Education","6.34","20","Rejected","No","386"
"CUST000380","43","Other","High School","Married","Unemployed","171193","22","LOAN958592","30343","Personal","14.55","5","Rejected","No","791"
"CUST000381","57","Male","Master's Degree","Widowed",,"130264","25","LOAN525241","16220","Vehicle","8.15","5","Approved","No","757"
"CUST000382","59","Other","Bachelor's Degree","Widowed","Part-Time","76862","14","LOAN772728","28952","Education","8.75","15","Approved","No","461"
"CUST000383","35","Other","Associate Degree","Widowed","Part-Time","221038","14","LOAN917579","46168","Vehicle","5.44","4","Approved","Yes","462"
"CUST000384","59","Female","Associate Degree","Divorced","Full-Time","118590","11","LOAN860906","35465","Vehicle","6.41","6","Rejected","No","661"
"CUST000385","46","Male","Master's Degree","Single","Part-Time","83079","3","LOAN572566","152607","Home","7.16","15","Approved","No","633"
"CUST000386","30","Male","Master's Degree","Widowed","Contract","45768",,"LOAN955534","8278","Personal","10.64","5","Approved","No","444"
"CUST000387","38","Male","High School","Single",,"174489","13","LOAN884543","19280","Education","5.98","15","Approved","No","724"
"CUST000388","58","Male","High School","Single","Unemployed","56514","4","LOAN303605","53464","Education","8.29","15","Approved","No","556"
"CUST000389","60","Female","Master's Degree","Divorced","Contract","91133",,"LOAN186434","80192","Education","8.97","20","Approved","No",
"CUST000390","45","Male","Bachelor's Degree","Single","Contract",,,"LOAN183141","363462","Home","6.10","20","Rejected","No","305"
"CUST000391","42","Female","Bachelor's Degree","Widowed","Full-Time","57129","32","LOAN481496","46439","Vehicle","4.94","7","Approved","No","307"
"CUST000392","29","Female",,"Married","Contract","215751","17","LOAN664465","26101","Personal","10.91","3","Approved","No",
"CUST000393","64",,"Master's Degree",,"Full-Time","216805","35","LOAN726106","66027","Vehicle","7.99","6","Approved","No","307"
"CUST000394","70","Other","Diploma","Divorced","Contract","59098","35","LOAN052195","56758","Vehicle","9.51","3","Approved","Yes",
"CUST000395","58","Female","Bachelor's Degree","Single","Self-Employed","239309","17","LOAN626964","385223","Home","7.36","15","Rejected","No","675"
"CUST000396","54","Other","High School",,"Contract","50874","20","LOAN890905","17524","Education","8.06","5","Rejected","No","330"
"CUST000397","28","Female","Associate Degree","Married","Contract","74268","35","LOAN072632","32467","Education","7.52","5","Approved","No","367"
"CUST000398",,"Male","Diploma",,"Unemployed","28329","36","LOAN223417","39972","Personal","17.96","7","Rejected","No","564"
"CUST000399","32","Male","PhD",,"Full-Time","165199","30","LOAN858460","14249","Education","6.34","5","Approved","No","690"
"CUST000400","48","Other","Master's Degree","Single",,"222861",,"LOAN798336","388618","Home","4.63","30","Approved","No","408"
"CUST000401","23","Other","Associate Degree","Single","Full-Time","206268","21","LOAN003192","17748","Personal","15.92","1","Rejected","No",
"CUST000402","40","Male",,"Divorced",,"200641","15","LOAN964135","41747","Vehicle","5.16","7","Approved","No","302"
"CUST000403","24","Male","Master's Degree","Divorced","Unemployed",,"27","LOAN834608","27731","Vehicle","8.13","7","Approved","Yes","672"
"CUST000404","22","Male","Master's Degree","Married","Unemployed","50494","29","LOAN605383","51334","Vehicle","4.50","4","Approved","No","711"
"CUST000405","63","Other","Bachelor's Degree","Widowed",,,"9","LOAN311669","76974","Vehicle","9.27","3","Rejected","No","568"
"CUST000406","35","Other","Bachelor's Degree","Married","Self-Employed","27488","7","LOAN589348","88336","Education","8.73","20","Rejected","No","665"
"CUST000407","32","Other",,"Divorced","Contract","34729","29","LOAN208258","47646","Education","7.66","10","Rejected","No","776"
"CUST000408","61","Female","Bachelor's Degree","Widowed","Full-Time","56059","30","LOAN214566","29148","Personal","8.50","7","Rejected","No","772"
"CUST000409","23","Male","Diploma",,"Contract","80279","18","LOAN220608","47599","Vehicle","5.85","4","Approved","Yes","522"
"CUST000410","48","Female",,"Widowed","Unemployed","96886","35","LOAN663668","49667","Personal","13.72","3","Rejected","No","655"
"CUST000411","44",,"Associate Degree","Married","Part-Time","244343","13","LOAN589366","43343","Vehicle","4.24","3","Rejected","No","304"
"CUST000412","39","Other","Associate Degree","Widowed","Contract","165758","2","LOAN034559","93238","Education","5.21","15","Approved","No","665"
"CUST000413",,"Male","PhD","Divorced",,"111749","39","LOAN240257","66945","Vehicle","6.33","7","Rejected","No","776"
"CUST000414","39","Male","High School","Widowed","Part-Time","154370","9","LOAN938054","20126","Vehicle","5.07","4","Approved","No","345"
"CUST000415","49","Female","Associate Degree",,"Unemployed","62942",,"LOAN929081","62858","Vehicle","4.83","7","Rejected","No","668"
"CUST000416",,"Female","Diploma","Married","Full-Time","217540","12","LOAN278514","85971","Education","6.49","5","Rejected","No","697"
"CUST000417","63","Female","PhD","Single","Unemployed","43041","34","LOAN871056","562498","Home","5.01","20","Rejected","No","766"
"CUST000418","31","Other","Associate Degree","Divorced","Contract","161368","16","LOAN612931","30583","Personal","15.06","2","Approved","No","528"
"CUST000419","58","Female","Master's Degree","Widowed","Unemployed","49785","10","LOAN805723","19712","Vehicle","9.02","3","Approved","No","651"
"CUST000420","44",,"Associate Degree","Divorced","Contract","91407","14","LOAN288908","63662","Education","5.34","20","Rejected","No","438"
"CUST000421","32","Male","Diploma","Married",,"178105","7","LOAN361052","57495","Vehicle","7.91","5","Rejected","No","530"
"CUST000422","24","Male",,,"Self-Employed","196587","4","LOAN711253","53005","Education","6.53","5","Approved","No","725"
"CUST000423","62","Female","Associate Degree","Divorced","Self-Employed","25376","39","LOAN303564","7650","Personal","11.05","2","Rejected","No","311"
"CUST000424","58","Other",,"Divorced","Part-Time","20224","23","LOAN900328","20956","Personal","9.58","3","Approved","No","781"
"CUST000425","39",,"Associate Degree","Widowed","Contract","170645","34","LOAN234998","13839","Personal","11.85","1","Approved","No",
"CUST000426","70","Female","PhD","Single","Contract","88467","16","LOAN385628","748236","Home","5.43","25","Rejected","No","328"
"CUST000427","63","Other","Diploma","Married","Full-Time","22256","22","LOAN547633","65298","Education","8.14","20","Rejected","No","629"
"CUST000428","60","Female","Associate Degree","Single","Self-Employed","178102",,"LOAN443902","22867","Personal","16.51","2","Rejected","No","716"
"CUST000429","68","Male","Diploma","Widowed","Contract","45420","10","LOAN758619","21768","Personal","9.06","2","Approved","No","563"
"CUST000430","22","Other","Bachelor's Degree","Divorced","Contract",,"14","LOAN154046","44278","Personal","17.41","3","Approved","No","424"
"CUST000431","55","Male","Master's Degree",,"Self-Employed","192228","40","LOAN400125","13313","Education","8.80","20","Approved","No","671"
"CUST000432",,"Other","Master's Degree","Divorced","Contract","91926","32","LOAN098655","141047","Home","7.33","20","Approved","No","778"
"CUST000433","49","Female","High School","Widowed","Self-Employed","167845","24","LOAN405876","33139","Personal","8.42","7","Rejected","No",
"CUST000434","57","Other",,"Married","Self-Employed","157561","7","LOAN047532","40391","Personal","9.48","7","Approved","No","489"
"CUST000435","23","Other","PhD","Single","Unemployed","91762","38","LOAN031894","59141","Vehicle","4.51","7","Approved","No",
"CUST000436","30","Other","Master's Degree","Married","Unemployed","183063","22","LOAN560837","40397","Vehicle","4.19","6","Approved","No","516"
"CUST000437","42","Other","Bachelor's Degree","Single",,"198011","30","LOAN110679","738391","Home","4.62","30","Approved","No","581"
"CUST000438","68","Other","Diploma",,"Unemployed","248100","16","LOAN794929","23373","Personal","17.72","5","Approved","No","785"
"CUST000439","35","Female","Master's Degree","Married","Self-Employed",,"27","LOAN838571","39609","Vehicle","4.88","3","Rejected","No","354"
"CUST000440","39","Female","High School","Married","Part-Time","42672","20","LOAN760663","18376","Personal","17.63","1","Rejected","No","691"
"CUST000441","60","Male","High School","Widowed","Unemployed","166371","9","LOAN447302","19102","Vehicle","5.18","4","Rejected","No","601"
"CUST000442","57","Other",,"Divorced","Self-Employed","227869","0","LOAN891805","31889","Vehicle","9.26","5","Rejected","No","548"
"CUST000443","38","Male",,"Married","Part-Time","119239","23","LOAN757358","54815","Vehicle","7.26","7","Rejected","No","789"
"CUST000444","27","Male","Master's Degree",,"Full-Time","56509","24","LOAN864358","60066","Vehicle","7.79","7","Rejected","No","850"
"CUST000445","56","Male","Associate Degree","Widowed","Self-Employed",,"26","LOAN317883","48745","Vehicle","9.46","3","Approved","No","661"
"CUST000446","65","Female","PhD","Divorced","Unemployed","206134",,"LOAN373829","21261","Vehicle","7.32","3","Rejected","No","627"
"CUST000447","41","Female","PhD","Single","Unemployed","59989",,"LOAN612103","138810","Home","4.64","30","Rejected","No","317"
"CUST000448","51","Other","High School","Married","Part-Time","146206","9","LOAN064137","63271","Education","7.03","15","Approved","No","357"
"CUST000449","67","Female","Master's Degree",,"Full-Time","158507","2","LOAN334525","525439","Home","4.90","30","Rejected","No","548"
"CUST000450","26","Male","Diploma",,"Full-Time","120253","11","LOAN806902","769448","Home","4.38","25","Approved","Yes","567"
"CUST000451","59","Female","Bachelor's Degree","Widowed","Self-Employed","205075",,"LOAN052340","509756","Home","6.02","25","Approved","No","709"
"CUST000452","67","Male","Diploma","Widowed","Full-Time","41677","37","LOAN216462","705396","Home","6.20","20","Rejected","No","303"
"CUST000453","43","Female","PhD","Married","Unemployed","142112",,"LOAN911472","47875","Education","6.62","10","Rejected","No","502"
"CUST000454","55","Other","PhD","Divorced","Unemployed","151677","11","LOAN430671","27792","Vehicle","5.21","5","Rejected","No","382"
"CUST000455","33","Female",,"Married","Contract","129001","12","LOAN612952","90813","Education","6.46","10","Rejected","No","569"
"CUST000456","33","Female","High School","Widowed","Self-Employed","106527","27","LOAN209919","188915","Home","4.35","15","Approved","No","769"
"CUST000457","48","Female","PhD",,"Contract","164657","2","LOAN859686","346603","Home","5.33","20","Approved","No","685"
"CUST000458","35","Male","PhD","Married","Part-Time","180602","25","LOAN958862","352893","Home","4.85","15","Approved","No","450"
"CUST000459","65","Female","PhD","Single",,"78235","17","LOAN480074","145463","Home","6.68","25","Rejected","No","763"
"CUST000460","54","Other","Master's Degree","Married","Unemployed","222165","10","LOAN049751","50954","Education","8.91","5","Approved","No",
"CUST000461","43",,"Diploma","Divorced","Unemployed","221796","4","LOAN631350","99471","Education","7.12","15","Rejected","No","698"
"CUST000462","33","Female","High School","Widowed","Part-Time","61929",,"LOAN633409","43895","Vehicle","5.78","4","Approved","No","782"
"CUST000463","22","Male","High School","Divorced","Self-Employed","187838","9","LOAN897409","18299","Education","8.98","15","Rejected","No","531"
"CUST000464","65","Other","PhD","Divorced","Full-Time","147987","0","LOAN176838","16593","Personal","12.86","1","Approved","No",
"CUST000465","38","Female","High School","Widowed","Self-Employed",,"21","LOAN681364","350435","Home","7.37","15","Rejected","No","618"
"CUST000466","52","Male","Master's Degree","Married","Contract","241796",,"LOAN746885","119167","Home","4.56","30","Rejected","No","764"
"CUST000467","66","Other","Diploma","Married","Part-Time","198477","30","LOAN333961","239566","Home","7.22","15","Rejected","No","413"
"CUST000468","22","Other","Diploma","Single","Contract","100819","2","LOAN619143","78378","Education","8.47","10","Rejected","No","800"
"CUST000469","66","Male","Master's Degree","Single","Self-Employed","211977","38","LOAN805376","83975","Education","8.82","20","Approved","No","843"
"CUST000470","65","Other","High School","Divorced","Contract",,"15","LOAN574849","12621","Personal","10.85","5","Rejected","No","541"
"CUST000471","68","Male","Master's Degree","Widowed","Part-Time","117039","40","LOAN054165","36938","Personal","8.86","2","Approved","Yes","567"
"CUST000472","25","Female","High School",,"Full-Time","232732","17","LOAN474515","32989","Education","5.59","20","Rejected","No","304"
"CUST000473","41","Male","PhD",,"Full-Time","57026","2","LOAN780577","90080","Education","5.87","5","Approved","No","447"
"CUST000474","64","Male","High School","Married","Unemployed","72201","31","LOAN177114","40249","Education","5.87","20","Approved","Yes","324"
"CUST000475","61","Female","PhD","Married","Contract","195289",,"LOAN316034","18002","Vehicle","4.07","7","Rejected","No","524"
"CUST000476","25","Female","High School","Single","Unemployed","75394","35","LOAN848544","72861","Vehicle","4.54","7","Rejected","No","841"
"CUST000477",,"Female","Bachelor's Degree","Married","Contract","199715","12","LOAN327726","45508","Personal","17.19","3","Approved","No","577"
"CUST000478","35","Male","High School","Married","Part-Time","217321","0","LOAN389583","26828","Personal","16.81","7","Rejected","No","577"
"CUST000479","53","Male","Bachelor's Degree","Widowed","Part-Time","21890","15","LOAN850519","54801","Education","8.26","15","Approved","No","698"
"CUST000480","65","Female","Bachelor's Degree","Divorced","Unemployed","102180","28","LOAN177298","55855","Vehicle","9.81","7","Rejected","No","655"
"CUST000481","27","Female","High School","Widowed","Self-Employed","202437","28","LOAN425234","24536","Personal","11.06","1","Approved","No","619"
"CUST000482","22","Male","Associate Degree","Divorced","Unemployed","171017","4","LOAN696489","11560","Education","5.47","5","Rejected","No","412"
"CUST000483","67","Male","PhD","Single","Self-Employed","89216","5","LOAN193342","677398","Home","5.70","25","Approved","No","385"
"CUST000484","63",,"Associate Degree",,"Self-Employed","148432","33","LOAN433100","401100","Home","6.06","15","Rejected","No","797"
"CUST000485","26","Male","Master's Degree",,"Full-Time","236518","29","LOAN635572","47397","Personal","13.10","1","Approved","Yes","689"
"CUST000486","45","Male","Associate Degree","Widowed","Unemployed","123615","7","LOAN286716","31526","Vehicle","10.00","7","Rejected","No","740"
"CUST000487","38","Other","Associate Degree","Widowed","Part-Time","49376","24","LOAN645374","45189","Personal","14.45","5","Approved","Yes","459"
"CUST000488","21","Female","Master's Degree","Single","Self-Employed",,"16","LOAN282223","254612","Home","4.64","20","Rejected","No","695"
"CUST000489","40","Female","Master's Degree","Single","Unemployed","215994","2","LOAN561596","91195","Education","6.41","10","Approved","No","640"
"CUST000490","21","Other","Bachelor's Degree","Married","Part-Time","155820","33","LOAN221815","12033","Personal","10.59","1","Approved","Yes","599"
"CUST000491",,,"Bachelor's Degree","Married","Unemployed","37489","40","LOAN516859","685736","Home","6.24","20","Approved","No","473"
"CUST000492","66","Male","High School","Married","Contract","198527","36","LOAN891587","499763","Home","3.61","25","Rejected","No","629"
"CUST000493","66","Female","Diploma","Divorced","Part-Time","59943","10","LOAN419783","50465","Vehicle","6.32","7","Rejected","No","623"
"CUST000494",,"Other","Associate Degree","Single","Part-Time","137686","33","LOAN565222","32751","Education","6.00","15","Rejected","No","661"
"CUST000495","31","Other","Bachelor's Degree","Divorced","Contract",,"36","LOAN709863","63415","Vehicle","5.51","5","Rejected","No","616"
"CUST000496","54","Male","Master's Degree","Divorced","Self-Employed","109593","28","LOAN842837","251272","Home","4.84","15","Approved","No",
"CUST000497","40","Male","Associate Degree","Widowed","Contract","147450","5","LOAN053739","63006","Vehicle","9.61","6","Rejected","No","636"
"CUST000498",,"Other","Master's Degree","Widowed","Unemployed","142315","28","LOAN186997","38300","Education","7.83","15","Approved","No","665"
"CUST000499","30","Female","PhD","Single","Self-Employed","84921","2","LOAN558490","372059","Home","6.29","30","Rejected","No","557"
"CUST000500","42","Female","Diploma","Married","Full-Time","120418","21","LOAN011827","27294","Vehicle","8.93","3","Approved","No","840"
"CUST000501","44","Other","PhD","Married",,"29973","23","LOAN779890","37530","Education","5.52","15","Approved","No",
"CUST000502","53","Other","Diploma","Widowed","Part-Time","21863","2","LOAN292963","27237","Personal","16.24","1","Approved","No","651"
"CUST000503",,"Other","Master's Degree","Married",,"22929","20","LOAN332909","11025","Education","8.89","15","Rejected","No","327"
"CUST000504","67","Female",,"Single","Unemployed","53839","32","LOAN021073","78983","Education","6.98","10","Approved","No","368"
"CUST000505","44","Male","PhD","Widowed","Self-Employed","127078","35","LOAN350556","78757","Education","8.08","10","Rejected","No","770"
"CUST000506","45","Other","Associate Degree","Widowed","Full-Time","211750","32","LOAN703847","97719","Education","6.06","5","Approved","No","370"
"CUST000507","60","Male",,"Single","Unemployed","233158","15","LOAN115373","74438","Education","8.69","15","Approved","No","848"
"CUST000508","52","Female","Associate Degree","Single","Self-Employed","39782","36","LOAN851345","22939","Personal","10.64","7","Rejected","No","355"
"CUST000509","24","Female","Master's Degree","Married","Self-Employed",,"19","LOAN509277","88418","Education","8.12","10","Approved","Yes","372"
"CUST000510","21","Female","Diploma","Married","Unemployed","156771","38","LOAN982509","11538","Personal","11.26","5","Rejected","No","375"
"CUST000511","37","Other","PhD","Single",,"194611","6","LOAN903453","43185","Education","8.13","10","Approved","No","472"
"CUST000512",,"Female","PhD","Married","Full-Time","46862","13","LOAN741920","36618","Personal","13.76","2","Rejected","No","374"
"CUST000513","23","Female","High School","Single","Self-Employed","177781","30","LOAN436935","67893","Vehicle","8.17","7","Approved","No","840"
"CUST000514",,"Other","High School",,"Contract","86455","40","LOAN769847","13285","Education","5.85","10","Rejected","No","520"
"CUST000515","50",,"Diploma","Divorced","Unemployed","78975","0","LOAN426485","58006","Vehicle","4.68","4","Approved","Yes","430"
"CUST000516","31","Female","PhD","Single","Self-Employed","110872","40","LOAN072910","45404","Education","5.43","5","Rejected","No",
"CUST000517","55","Male","High School","Married","Part-Time","51938","6","LOAN456735","30204","Vehicle","7.37","6","Rejected","No","680"
"CUST000518","68","Other","High School","Single",,"198593","1","LOAN688975","33893","Vehicle","4.35","7","Rejected","No","762"
"CUST000519",,"Male","Master's Degree","Single","Part-Time",,"14","LOAN835057","38700","Vehicle","4.20","3","Approved","No","355"
"CUST000520","31","Other","Associate Degree",,"Part-Time","164480","31","LOAN998219","51955","Vehicle","9.33","5","Rejected","No","577"
"CUST000521","57","Other","PhD","Married","Contract","218644","22","LOAN889645","29893","Personal","10.18","2","Rejected","No",
"CUST000522","27","Other","Bachelor's Degree",,"Part-Time","22851","1","LOAN649998","133744","Home","4.65","15","Rejected","No","433"
"CUST000523","47","Male",,"Divorced","Contract","244569","14","LOAN688549","37020","Vehicle","8.10","5","Rejected","No","559"
"CUST000524",,"Other","Master's Degree",,"Part-Time","107159","0","LOAN926790","256126","Home","6.16","15","Rejected","No","801"
"CUST000525","24",,"High School","Married",,"39738","32","LOAN019400","270508","Home","5.66","30","Rejected","No","632"
"CUST000526","27","Male","Diploma","Married","Contract","218589","33","LOAN111408","44857","Personal","17.06","7","Rejected","No","458"
"CUST000527","52","Male","High School","Divorced","Part-Time","139845","27","LOAN466722","19309","Personal","16.04","3","Approved","No","359"
"CUST000528","68","Other","PhD","Divorced","Unemployed","105298","22","LOAN967702","33140","Personal","9.27","3","Approved","No","731"
"CUST000529","48","Female","High School","Divorced","Part-Time","176011","1","LOAN642606","41041","Education","8.83","15","Approved","No","370"
"CUST000530","46","Female","Associate Degree","Married","Unemployed","69038","4","LOAN301205","210820","Home","5.62","30","Rejected","No","844"
"CUST000531","58","Other","Master's Degree","Divorced","Contract","97650",,"LOAN266608","45036","Education","6.68","10","Approved","Yes","337"
"CUST000532","49","Other","High School","Widowed","Contract","204865","7","LOAN626345","76825","Vehicle","7.55","4","Approved","Yes","541"
"CUST000533","64","Male","Master's Degree","Married","Full-Time","114252","11","LOAN966006","237957","Home","5.63","20","Approved","No",
"CUST000534","32","Female","Master's Degree","Married","Contract","160683","33","LOAN078961","13929","Personal","16.55","2","Approved","No","480"
"CUST000535","61","Female","Master's Degree","Widowed","Part-Time","158998","30","LOAN420017","40380","Personal","10.46","7","Rejected","No","792"
"CUST000536","68","Other","PhD","Divorced","Self-Employed","94702","36","LOAN762810","41547","Personal","13.44","7","Rejected","No","492"
"CUST000537","52","Male","High School",,"Full-Time","245462","0","LOAN350541","74112","Vehicle","9.28","6","Rejected","No","317"
"CUST000538","70","Male","PhD","Married","Part-Time","97016","32","LOAN984925","16429","Education","8.20","10","Rejected","No","535"
"CUST000539","36","Other","Diploma","Widowed","Contract","83775","1","LOAN619027","176860","Home","3.85","20","Approved","Yes","528"
"CUST000540","62","Other","High School","Married","Unemployed","72887","40","LOAN061177","56129","Education","7.97","15","Approved","No","813"
"CUST000541","23","Other","Associate Degree","Married","Unemployed","235884","24","LOAN356744","700143","Home","3.83","15","Rejected","No","479"
"CUST000542",,,"Bachelor's Degree","Married","Self-Employed","160456","10","LOAN272215","31967","Vehicle","5.97","7","Approved","No",
"CUST000543","63","Female","Associate Degree","Widowed","Part-Time","88467","0","LOAN953284","23822","Vehicle","4.08","6","Rejected","No",
"CUST000544","52","Other","Diploma","Married","Full-Time","65425","13","LOAN895405","558462","Home","4.88","20","Approved","No","580"
"CUST000545","67","Female","Associate Degree",,"Unemployed","236886","6","LOAN876263","388766","Home","6.11","25","Approved","No","742"
"CUST000546","59","Female","Master's Degree","Single","Unemployed","178612","20","LOAN203386","48981","Personal","13.00","1","Approved","No","655"
"CUST000547","47","Female","High School","Single","Part-Time","113477","40","LOAN324347","53432","Vehicle","7.84","6","Approved","No","304"
"CUST000548","22","Female","High School","Divorced","Contract","77170","12","LOAN465939","73226","Vehicle","9.69","5","Rejected","No",
"CUST000549",,"Female","Associate Degree","Married","Part-Time",,"26","LOAN153664","15350","Personal","13.53","1","Rejected","No","792"
"CUST000550","29","Male","Diploma","Widowed","Part-Time","155774","20","LOAN138190","97066","Education","5.96","10","Rejected","No","715"
"CUST000551","56","Male","Bachelor's Degree","Widowed","Full-Time","216977","17","LOAN612765","40050","Education","8.75","10","Rejected","No","332"
"CUST000552","24","Male","Bachelor's Degree","Married","Part-Time","59729","11","LOAN566023","22240","Personal","8.67","7","Rejected","No","847"
"CUST000553","42","Female","Diploma","Married","Part-Time","124544","11","LOAN590140","26735","Education","7.76","10","Rejected","No","515"
"CUST000554","21","Other","Associate Degree","Single","Self-Employed","85492","14","LOAN950060","19756","Vehicle","7.48","4","Rejected","No",
"CUST000555","62","Male","Diploma","Single","Unemployed","95958","7","LOAN240740","291481","Home","4.18","15","Rejected","No","473"
"CUST000556","70","Female","Bachelor's Degree","Single","Contract","178227","37","LOAN163950","44732","Personal","17.60","3","Rejected","No","817"
"CUST000557","47","Male","Master's Degree","Married","Part-Time","202119","40","LOAN788997","51559","Vehicle","7.76","6","Rejected","No","726"
"CUST000558","32","Other","PhD","Widowed","Full-Time","35129","5","LOAN616936","697257","Home","6.89","25","Approved","No","411"
"CUST000559","67","Other","PhD","Married","Part-Time","52205","31","LOAN211944","793063","Home","5.63","25","Rejected","No","463"
"CUST000560","62","Other","Associate Degree","Divorced","Contract","203352","8","LOAN022558","793622","Home","6.56","30","Approved","Yes","515"
"CUST000561","40","Female","High School","Widowed","Full-Time","123652","7","LOAN021610","57708","Vehicle","8.29","4","Approved","No","311"
